Rubro;Nombre;Costo;Pre.;%G1.;Pre2;%G2.;Cod.;Stock;Mod.
BARRICA BEBIDAS;REGALERIA COPAS GIN COLORES;1082;1500;38,63;1250;15,53;4484;921;20/12/2022
BARRICA BEBIDAS;REGALERIA EST 1 COPA CORONA;1735,86;2200;0;0;0;4491;0;28/01/2023
BARRICA BEBIDAS;REGALERIA EST 1 FERNETOMETRO;2862,82;3800;0;0;0;4492;0;28/01/2023
BARRICA BEBIDAS;REGALERIA EST 2 COPAS;4011;5100;0;0;0;4493;0;28/01/2023
BARRICA BEBIDAS;REGALERIA EST 2 COPONES;3123;4000;0;0;0;4494;0;28/01/2023
BARRICA BEBIDAS;REGALERIA EST 2 FERNETOMETROS;3845,82;5100;0;0;0;4495;0;28/01/2023
BARRICA BEBIDAS;REGALERIA EST 2 JACK DANIEL;11933;17500;0;0;0;4531;0;28/01/2023
BARRICA BEBIDAS;REGALERIA EST BRANCA MARACANA;2862,82;3900;0;0;0;4497;0;28/01/2023
BARRICA BEBIDAS;REGALERIA EST BRANCA MARACANA X2;3845,82;5100;0;0;0;4498;0;28/01/2023
BARRICA BEBIDAS;REGALERIA EST KIT BRANCA X 2 con medida;3243,82;4400;0;0;0;4504;0;28/01/2023
BARRICA BEBIDAS;REGALERIA EST KIT BRANCA X 3 con medida;3825,82;5100;0;0;0;4499;0;28/01/2023
OTROS;RELIVERAN;2,1;3;42;0;0;536;999;
Promos;RENA + 2 SPEED CHICOS;687,48;850;0;0;0;3001;0;21/01/2023
OSOLA;RENAISSANCE DULCE DU;416,66;550;32;2750;10;7798167890055;6713;16/12/2022
OSOLA;RESTINGA ARTESANAL CERAMICA;4255;5000;17,51;28200;10,46;736684240158;97;10/12/2022
ARCOR;REX TUBO;78,76;99;25,7;0;0;7790040100336;983;21/07/2022
BARRICA BEBIDAS;RINCON FAMOSO LOPEZ 2 0 1 2;782;980;25,32;1720;10;7790336032501;536;18/03/2022
OSOLA;RIZLA NATURAL;52;80;53,85;349;12;54009622;404;05/02/2022
OSOLA;RIZLA SYLVER GRANDE;22;50;127,27;172;30;54034365;340;05/06/2020
ARCOR;ROCKLET X 150 G;33,41;47;40;0;0;7790580107635;95;21/07/2022
ARCOR;ROCKLETON;14,19;24;70,5;95,34;12;77961471;74;21/07/2022
ARCOR;ROCKLETS BOLLS 35 GR;33,4;44;30,43;0;0;7790580111526;65488;21/07/2022
ARCOR;ROCKLETS INCREIBLE MAX;30,05;42;38,89;0;-100;7790580120740;-6;21/07/2022
ARCOR;ROCKLETS MANI 40 GR.;93;120;29;0;0;7790580327613;65500;30/07/2022
ARCOR;ROCKLETS MUNDIAL  X  20 G;2,93;5;71;0;0;7790580103293;63;21/07/2022
ARCOR;ROCKLETS TUTI FRUTI;8,72;17;91;0;0;7790580101848;977;21/07/2022
ARCOR;ROCKLETS X 40 G;9,52;13;40;0;0;7790580109035;65478;21/07/2022
BARRICA BEBIDAS;ROCKSTAR DURANCE X 473 ML;45,33;60;32,36;315;15,82;7798312320192;670;02/11/2019
BARRICA BEBIDAS;ROCKSTAR ENERGY 473 ML;45,33;60;32,35;315;15,82;7798312320178;920;02/11/2019
SABOR A MI;RODAJAS NARANJA - POMELO;75;100;33,33;90;20;3342;97;08/12/2020
OTROS;RODEO;120;150;25;0;0;78401068;63800;25/04/2020
ALMACEN;ROLL ON REXONA;118,53;160;34,99;797;12;75068684;99;01/04/2020
OTROS;ROLLING PAPER SMOKING RED;28;40;42,86;188,16;12;84157041;75;25/08/2020
ALMACEN;ROLLO DE COCINA MI HOGAR UNIDAD;13,22;20;51,29;50;26,07;3207;89;01/04/2020
TALCA;ROLLO DE COCINA NITIDES X 1 und;12,26;15;22;0;0;2195;17;16/07/2020
TALCA;ROLLOS DE COCINA NITIDESS X 3 ok;36,8;45;22;0;0;7792409007447;3;16/07/2020
ANALGESICOS;ROMEO Y JULIETA CHICOS;130;160;23,08;873,6;12;3225;95;21/05/2020
FURCI;ROMEO Y JULIETA Nß 1x;315;410;30,16;2116,8;12;8506000004762;10;16/07/2020
HUACHANA MARTIN;RON BARCELO A•EJO;2000;2500;25;13260;10,5;7461323129244;954;09/07/2022
NATY SARAVIA W.T;RON BARCELO BLANCO;1198;1500;25,21;7920;10,18;7461323129589;391;11/02/2022
OSOLA;RON BARCELO DORADO;1198;1500;25,21;7920;10,18;7461323129077;491;11/02/2022
HUACHANA MARTIN;RON BARCELO GRAN A•EJO;2965;3740;26,14;3267;10,2;7461323129367;98;30/07/2022
Promos;RON CAPITAN MORGAN + COCA COLA 3 L;1002,4;1233;0;0;0;3132;0;28/01/2023
HUACHANA MARTIN;RON CAPITAN MORGAN DORADO;678;850;25,37;783;15,54;5000299223017;739;10/09/2021
CORDOBEZA;RON FLOR DE CA•A A•EJO 4 A•OS;2921;3700;26,67;3400;16,4;26964904291;93;06/01/2023
OSOLA;RON HAVANA CLUB 7 A•OS;2230;2790;25,11;2570;15,25;8501110080446;58;02/02/2022
HUACHANA MARTIN;RON HAVANA CLUB A•EJO 3 A•OS;2584;3300;27,71;18000;16,1;8501110080248;928;18/01/2023
HUACHANA MARTIN;RON HAVANA CLUB A•EJO ESPECIAL;2830;3600;27,21;3300;16,61;8501110080910;65365;18/01/2023
OSOLA;RON HAVANA ESTUCHE CLUB 7 A•OS;1195;1440;20,5;1316;10,11;7792410502634;-1;03/07/2020
HUACHANA MARTIN;RON JAMAICA DORADO;319;399,99;25,39;2110;10,24;7790139000103;78;07/12/2021
OSOLA;RON LA TRIESTINA;50,45;66;30;0;0;7798098830397;65519;
OSOLA;RON MALIBU;1800;2250;25;2070;15;7891050004741;299;03/12/2022
Promos;RON MALIBU + JUMEX JUGO COMBO;1871;2242;0;0;0;3022;0;03/12/2022
OSOLA;RON MULATA A•EJO;450;560;24,44;0;0;8500006502888;7;25/07/2020
OSOLA;RON MULATA PALMA SUPERIOR;450;560;24,44;3024;12;8500000651650;2;21/08/2020
HUACHANA MARTIN;RON NEW STYLE;536;700;30,6;3700;15,05;7790121001569;65159;18/01/2023
VASCO - OSOLA;RON NEW STYLE DORADO BLACK;536;700;30,6;3700;15,05;7790121001071;164;18/01/2023
BRINDAR;ROTHMANS 20;151,86;195;28,61;0;0;77952233;993;26/02/2022
BRINDAR;01/01/4370;380;450;18,42;2554;12;77977106;994;22/12/2022
BADIE;ROTHMANS BERRY;341,33;390;14,26;2294;12;77977137;993;25/11/2022
OTROS;SACHET ACONDICIONADOR PANTENE;6,56;10;52,44;44,08;12;7506309803784;98;23/07/2021
OTROS;SACHET SHAMPOO PANTENE;6,56;10;52,44;44,08;12;7500435012102;98;23/07/2021
OTROS;SAHUMERIOS;9;12;33;0;0;1696;99;
BARRICA BEBIDAS;SAL DOS ANCLAS FINA 500 GR.;11,96;15;25;0;0;7792900000428;1;
BARRICA BEBIDAS;SAL DOS ANCLAS PARRILLERA 1 KG.;17,62;23;30;0;0;7792900006895;2;
BARRICA BEBIDAS;SAL SAN REMO FINA 1 KG.;10,43;15;43;0;0;7798022225244;1;
BARRICA BEBIDAS;SAL SAN REMO FINA 500 GR.;17,22;25;45,18;0;0;7798022225220;100;01/04/2020
ARCOR;SALADI BARBACOA 65 G;30,95;40;29;0;0;7790040110069;987;21/07/2022
ARCOR;SALADIX  CHEDAR 36 G;30,05;42;39;0;0;7790040102156;964;21/07/2022
ARCOR;SALADIX  CRACK FATALITY CHEDAR 22;18,38;25;36;0;0;7790040113138;999;21/07/2022
ARCOR;SALADIX  KESITOS QUESO 806 OK;30,95;40;29;0;0;7790040102064;995;21/07/2022
ARCOR;SALADIX BACONZITOS 25 GR;35,07;50;42,86;0;0;7790040111363;38;21/07/2022
ARCOR;SALADIX BARBACOA X 36 GR.;30,05;42;39;0;0;7790040102170;969;21/07/2022
ARCOR;SALADIX CAJA CALABRESA 100G;50,09;67;33,33;0;-100;7790580716806;990;21/07/2022
ARCOR;SALADIX CAJA PIZZA 100G;114,58;143;24,81;0;-100;7790580697303;954;21/07/2022
ARCOR;SALADIX CALABRESA 30 GR;15,87;25;57;0;0;7790580775407;1;21/07/2022
ARCOR;SALADIX CRAX 22G;18,38;25;36;0;0;7790040110526;995;21/07/2022
ARCOR;SALADIX CROS BONDIOLITA  RABONA 30 GR;12,33;17;35;0;0;7790040120167;99;21/07/2022
ARCOR;SALADIX CROSS CHOCLO;30,05;42;38,89;201,96;12;7790040120211;8;21/07/2022
ARCOR;SALADIX CROSS CHORI ARGENTO 74 GR;22,43;29;29;0;0;7790040116757;0;21/07/2022
ARCOR;saladix cross original 27 gr.;23,45;36;54,8;157,56;12;7790040129627;100;21/07/2022
ARCOR;SALADIX CROSS PIZZA 74 g;30,95;40;29;0;0;7790040385801;991;21/07/2022
ARCOR;SALADIX CROSS POLLO KARATEKA 74G;30,95;40;29;0;0;7790040110489;995;21/07/2022
ARCOR;SALADIX CROSS QUESO 27 GR.;23,45;36;54,8;157,56;12;7790040130876;99;21/07/2022
ARCOR;SALADIX DUO PANCETA Y CEBOLLA 58 GR;25,98;36;39;0;0;7790040116740;65533;21/07/2022
ARCOR;SALADIX DUO SALAMIN Y QUESO 58 GR;25,98;36;39;0;0;7790040116733;65534;21/07/2022
ARCOR;SALADIX KESITOS;47,68;67;40,11;320,4;12;7790040123434;6;21/07/2022
ARCOR;SALADIX LIMON 36G;19,53;27;36;0;0;7790040108226;992;21/07/2022
ARCOR;SALADIX MILANESITAS 32 GR.;11,98;25;109;0;0;7790040120143;2;21/07/2022
ARCOR;SALADIX ORIGINAL  36 G;23,94;33;39;0;0;7790040102118;975;21/07/2022
ARCOR;SALADIX ORIGINAL 65G;30,95;40;29;0;0;7790040110045;992;21/07/2022
ARCOR;SALADIX PANCHITOS  30 GR.;35,07;50;42,86;0;0;7790040111370;65474;21/07/2022
ANALGESICOS;SALADIX PAPAS FRITAS BARBACOA 30 GR;28,48;40;40,45;191,39;12;7790040125001;7;12/06/2020
ARCOR;SALADIX PICANO CHILI LIMON 70 G;30,95;40;29;0;0;7790040108219;995;21/07/2022
ARCOR;SALADIX PICANO PIRI PIRI 36GR;19,53;27;36;0;0;7790040108240;997;21/07/2022
ARCOR;SALADIX PICANTO PIRI PIRI X 36 GR;21,78;30;38,89;0;0;7790040112803;65526;21/07/2022
ARCOR;SALADIX PIZZITAS X 32 GR;34,76;48;39,23;0;0;7790040111387;65463;21/07/2022
ARCOR;SALADIX QUESO 100 GR.;114,47;143;24,93;769,26;12;7790040137714;94;21/07/2022
ARCOR;SALADIX RING CEBOLLA 30;19,53;27;36;0;0;7790040107281;993;21/07/2022
ARCOR;SALADIX RINGS CEBOLLAS 70 G;30,95;40;29;0;0;7790040107298;996;21/07/2022
ARCOR;SALADIX SABOR PIZZA 30 GR;22,87;30;32,28;0;0;7790580387006;50;21/07/2022
ARCOR;SALADIX STICK CHEDAR38G;19,53;27;36;0;0;7790040102095;999;21/07/2022
ARCOR;SALADIX STICK KEPCHU38G;19,44;27;37;0;0;7790040107267;998;21/07/2022
ARCOR;SALADIXK CROSS POLLO KARATECA 30 G;19,53;27;36;0;0;7790040110496;998;21/07/2022
ARCOR;SALADIXK PICANO WASABI;30,95;40;29;0;0;7790040110403;998;21/07/2022
OTROS;SALCHICHA VIENISSIMA 225G;14,39;20;38;0;0;7790070031266;996;
ARCOR;SALSA POMAROLA ARCOR;63,54;77;21,19;426,96;12;7790580133146;100;21/07/2022
ARCOR;SALSA SALSATI ITALIANA ARCOR;63,54;77;21,19;426,96;12;7793360933905;100;21/07/2022
HUGO NORTON;SAN HUBERTO CLASICO MALBEC 700CC;293,43;390;32,91;2040;15,87;7790945006153;509;05/08/2022
Promos;01/02/2001;174;206;0;0;0;2330;0;11/10/2019
NATY SARAVIA W.T;SANTA JULIA CHENIN DULCE;1051;1400;33,21;7300;15,76;7791728000115;2605;17/12/2022
NATY SARAVIA W.T;SANTA JULIA CHENIN LATA;394;500;26,9;2700;14,21;7791728237160;1667;20/01/2023
NATY SARAVIA W.T;SANTA JULIA ESPUMANTE CUVEE;1316;1700;29,18;9100;15,25;7791728234398;422;14/12/2022
NATY SARAVIA W.T;SANTA JULIA MALBEC;928;1200;29,31;6600;18,53;7791728000160;443;31/12/2022
NATY SARAVIA W.T;SANTA JULIA ROSE LATA;323;400;23,84;750;16,1;7791728242577;941;20/01/2023
NATY SARAVIA W.T;SANTA JULIA SYRAH ROSE;632;830;31,33;4350;14,72;7791728002218;874;08/10/2022
PALACIO;SAQUITO  DE TE DE TILO;1,2;2;50;0;0;1642;94;
PALACIO;SAQUITO CAFE BONAFIDE;11,33;15;32,39;0;0;1713;435;22/09/2021
PALACIO;SAQUITO DE TE CAJA X 50 UN.;14,25;18;26;0;0;7790387531817;97;
PALACIO;SAQUITO MATE COCIDO TARAGUI;15,4;22;40;0;0;7790387211139;997;21/09/2017
PALACIO;SAQUITO SUELTO MATE TARAGUI;0,6;1;100;0;0;1582;30;21/09/2017
BARRICA BEBIDAS;SAQUITOS TE VUELTO 2X$10;1,68;10;495,24;11,29;12;3494;99941;05/03/2022
ANALGESICOS;sativa color;75;100;33,33;504;12;731299185696;983;23/12/2021
BARRICA BEBIDAS;SAURUS MALBEC;160;200;25;1104;15;7798116190311;95;09/10/2019
IMPORTADAS NOA;SCHOFERHOFER CAJA CON VASO+LATAS;2700;3400;25,93;3200;18,52;3315;90;07/01/2023
IL DOCTORE;SCHOFERHOFER CLASICA LATA 500 ML;575;718;24,87;1350;17,39;4053400277691;847;29/09/2022
IMPORTADAS NOA;SCHOFFERHOFER GRAPEFRUIT;675;900;33,33;1700;25,93;4053400279398;405;07/01/2023
COCA COLA;SCHWEPPES POMELO ZERO 375CC;129,16;150;15,85;0;0,65;7790895643606;65531;01/11/2022
COCA COLA;SCHWEPPES ZERO 500CC;166,66;200;20,02;1110;11;7790895010071;962;01/11/2022
COCA COLA;SCHWEPPES ZERO POMELO 2.25 L;377,47;450;19,32;2580;13,92;7790895010095;680;06/12/2022
SECCO;SECCO LIMON INTENSO 2.25 L;160;200;25;1110;15,63;7792758372067;20;27/08/2022
BARRICA BEBIDAS;Seg£n liquidaci¢n A06-4807;0;0;0;0;12;3206;9;01/04/2020
PALACIO;SEMILLAS PIPAS 18G;18,27;30;64,2;0;0;77965233;63402;11/02/2022
PALACIO;SEMILLAS PIPAS CANDY;41,6;60;44,23;279,55;12;7798044151132;992;04/08/2022
PALACIO;SEMILLAS SAN JORGE;51,13;70;36,91;343,59;12;7798121820326;996;14/04/2022
OTROS;SEMOLA YARI GUARENDA X 1 KG;8,5;11;29;0;0;7794571000202;97;
BARRICA BEBIDAS;SERNOVA 26 - 7 -;613;710;15,82;4260;15,82;4406;-1190;26/07/2022
BARRICA BEBIDAS;SERNOVA CLA 26  -  7;546;640;17,22;3669;12;4407;-50;26/07/2022
Promos;SERNOVA CLAS. + 3 REAKTOR 500 CC;1340,8;1700;0;0;0;3238;0;12/01/2023
Promos;SERNOVA CLAS. + REAKTOR 1.5 L.;1115,8;1450;0;0;0;3397;0;12/01/2023
Promos;SERNOVA CLASICO + 2 SPEED XL;1149,12;1450;0;0;0;3411;0;21/01/2023
Promos;SERNOVA CLASICO + 3 SPEED XL;1353,28;1650;0;0;0;3412;0;21/01/2023
BARRICA BEBIDAS;05/01/2001;1021,55;1330;0;0;0;3521;0;09/11/2022
BARRICA BEBIDAS;05/01/2001;1134,1;1480;0;0;0;3520;0;27/01/2023
Promos;SERNOVA SAB + REAKTOR 1.5 L.;1223,72;1550;0;0;0;3396;0;27/01/2023
BARRICA BEBIDAS;SERNOVA SAB. + 3 SPEED XL;1465,83;1800;0;0;0;4426;0;27/01/2023
ANALGESICOS;SERTAL;65;90;38,46;437;12;3056;359;23/09/2022
ANALGESICOS;SERTAL PERLA;55;80;45,45;0;0;1626;65205;23/09/2022
OTROS;SERVICIOS INFORMATICOS;0;0;0;0;12;3196;10;29/02/2020
MARCOS DISTRIBUCIONES;servilleta magic x 3 ok;37,25;45;20,81;250,32;12;7798038152763;8;16/07/2020
MARCOS DISTRIBUCIONES;SERVILLETA MAGIC X UNIDAD;12,41;18;45,04;83,4;12;3040;24;15/03/2019
QUILMES;SET 4 CORONAS + MINI FRAPERA;3260;4000;22,7;3700;13,5;7792798009749;98;15/10/2022
BARRICA BEBIDAS;SET ABRIDOR CAJA MADERA PREMIUM;2500;3200;28;18000;20;4397;9;17/06/2022
ALMACEN;SET ABRIDOR CUERO REDONDO PREMIUM;2500;3200;28;18000;20;4396;9;17/06/2022
QUILMES;SET STELLA VINTAGE COPA;1307,5;1700;30,02;8786,4;12;7792798011902;-4;26/02/2022
PEPSI;SEVEN UP 3 L;463,5;560;20,82;3200;15,07;7791813777069;967;29/12/2022
OTROS;SHAMPOO HEAD SHOULDERS;22,94;28;22;0;0;7506309895352;98;
ALMACEN;SHAMPOO PANTENE LISO Y SEDOSO 200ML;125,31;170;35,66;842;12;7500435018371;100;01/04/2020
CORDOBEZA;###############################################################################################################################################################################################################################################################;1030;1300;26,21;7100;14,89;7790119002370;64717;28/01/2023
CORDOBEZA;SIDRA 1888 ROSE;533;690;29,46;3520;10,07;7790119010474;868;18/06/2022
QUILMES;01/01/1930;615;800;30;4500;21,95;7790154008078;972;22/12/2022
QUILMES;SIDRA 1930 FRESA PASION;896;1150,02;28,35;6180;14,96;7790154008160;998;15/10/2022
SNACKO;SIDRA CARS;260;350;34,62;1800;15,38;7798054012904;996;10/12/2022
BARRICA BEBIDAS;SIDRA DEL VALLE 710cc;389,5;500;28,37;2700;15,53;7790154000652;63921;21/12/2022
BARRICA BEBIDAS;SIDRA DEL VALLE ETIQUETA NEGRA;150;210;40;1060,02;17,78;7790154000669;9874;11/11/2021
BARRICA BEBIDAS;SIDRA DEL VALLE ETIQUETA NEGRA X 3 OFERTA;450;579,99;0;0;0;3441;0;11/11/2021
BARRICA BEBIDAS;SIDRA DEL VALLE OFERTA X 6 BOTELLAS;2337;2700;0;0;0;3437;0;03/01/2023
BARRICA BEBIDAS;SIDRA DEL VALLE SIN ALCOHOL;43,4;55;26,73;300;15,21;7790154007781;89;18/12/2019
SNACKO;SIDRA FROZEN;260;350;34,62;1800;15,38;7798054011662;9991;10/12/2022
BARRICA BEBIDAS;SIDRA LA FARRUCA;18,13;25;37;0;0;7792716930513;65516;
SNACKO;SIDRA MICKEY;260;350;34,62;1800;15,38;7798054012218;998;10/12/2022
SNACKO;SIDRA NI•OS MINIONS;205;300;46,34;1500;21,95;7798054012867;80;30/12/2022
SNACKO;SIDRA NI•OS PIXAR;205;300;46,34;1500;21,95;7798054012225;90;30/12/2022
IMPORTADAS NOA;SIDRA PYRUS  500 ML;196,5;250;26,98;440;11,96;7790154008221;66;25/06/2022
BARRICA BEBIDAS;SIDRA REAL 330 ML;19,33;25;29;0;0;7790119002066;98;
BARRICA BEBIDAS;SIDRA REAL 660 ML;24,8;35;41;0;0;7790119002073;95;
BARRICA BEBIDAS;SIDRA REAL 750 ML;61,66;85;37,85;420;13,53;7790119009881;219;31/12/2019
BARRICA BEBIDAS;SIDRA REAL ETIQUETA NEGRA;56,74;70;23;0;0;7790119002509;6;
BARRICA BEBIDAS;Sidra Red Lady Premium;1;150;14900;720;11900;7798146690676;96;12/11/2019
SNACKO;SIDRA TOY STORY;260;350;34,62;1800;15,38;7798054011624;992;10/12/2022
HUACHANA MARTIN;SIDRA TUNUYAN 750ML;48,66;65;33,58;335;14,74;7791305600066;952;06/12/2019
BARRICA BEBIDAS;SIDRA VICTORIA 720 ML;67;100;49,25;450;11,94;7792316001019;-207;19/12/2020
NATY SARAVIA W.T;SIETE VACAS TORRONTES TARDIO;1479;1900;28,47;10200;14,94;7798156848449;226;20/01/2023
BARRICA BEBIDAS;SINGANI CASA REAL X750CC;336;450;33;0;0;7771612000001;997;07/09/2018
BARRICA BEBIDAS;SINGANI CON UVAS SAN LORENZO;1800;2340;30;0;0;2122;990;20/08/2022
HUACHANA MARTIN;SINGANI DAROCA;1300;1700;30,77;8595;10,19;3523;98;09/07/2022
HUACHANA MARTIN;SINGANI DAROCA PREMIUM;2040;2550;25;14100;15,2;724373624877;998;27/08/2022
ALMACEN;SINGANI GRAN DAROCA;3450;4350;26,09;22800;10,14;724373624884;7;09/07/2022
BARRICA BEBIDAS;SINGANI LOS PARRALES CLASICO;130;200;53;0;0;7772109000054;65533;21/08/2018
BARRICA BEBIDAS;SINGANI LOS PARRALES ESPECIAL;240;350;45,83;0;0;7772109000030;-1;20/08/2019
BARRICA BEBIDAS;SINGANI SAN LORENZO;1200;1550;29,17;1370;14,17;1922;65512;09/07/2022
HUGO NORTON;SIX PACK BARBA ROJA;2700;3450;27,78;3121;15,59;7798101835203;89;10/01/2023
Promos;SKYY + 3 REAKTOR 500 CC;1912;2340;0;0;0;3239;0;18/01/2023
Promos;SKYY CLAS. + REAKTOR 1.5 L.;1486,37;1850;0;0;0;3394;0;18/01/2023
Promos;SKYY SAB+ 3 SPEED XL;1924,48;2350;0;0;0;4427;0;21/01/2023
BARRICA BEBIDAS;SKYY SAB. + 3 BLOCK;1537;1853;0;0;0;3091;0;18/01/2023
OSOLA;SKYY SAB. + CEPITA 1.5 L;1592,75;1950;0;0;0;3081;0;18/01/2023
Promos;SKYY SAB. + REAKTOR 1.5 L.;1682,37;2100;0;0;0;3392;0;18/01/2023
Promos;SKYY SAB.+ 4 SPEED CHICOS;1853,64;2300;0;0;0;4475;0;21/01/2023
BARRICA BEBIDAS;SMIRN VASCO UNA SOLA VEZ;520;580;11,54;3494,4;12;3444;-284;20/11/2021
Promos;SMIRNOFF + 3 BLOCK PROMO combo smirnoff;1553;1876;0;0;0;3074;0;14/01/2023
Promos;SMIRNOFF + 3 REAKTOR 500cc;1928;2400;0;0;0;3235;0;14/01/2023
Promos;SMIRNOFF + 3 SPEED GRANDES combo smirnoff;1940,48;2400;0;0;0;2309;0;21/01/2023
Promos;SMIRNOFF + 4 SPEED combo smirnoff;1869,64;2300;0;0;0;2321;0;21/01/2023
Promos;SMIRNOFF + CITRIC 1.5 combo smirnoff;1761;2200;0;0;0;3002;0;14/01/2023
Promos;SMIRNOFF CLAS + CEPITA 1.5 L. combo smirnoff;1456,75;1800;0;0;0;3129;0;14/01/2023
Promos;SMIRNOFF CLAS. + REAKTOR 1.5 L;1546,37;1900;0;0;0;3393;0;14/01/2023
VASCO - OSOLA;SMIRNOFF LATA 473CC MANZANA;336;450;33,93;2400;19,05;7791250003127;7968;07/01/2023
HUACHANA MARTIN;SMIRNOFF LATA CLASICO;336;450;33,93;2400;19,05;7791250003110;9231;07/01/2023
VASCO - OSOLA;SMIRNOFF NARANJA Y LIMA;1328;1700;28,01;9200;15,46;7791250003097;8102;14/01/2023
PEJINAKIS;SMIRNOFF RED BERRIES LATA 473 ML.;336;450;33,93;2400;19,05;7791250003189;587;07/01/2023
Promos;SMIRNOFF SAB + CEPITA 1.5 LITROS combo smirnoff;1608,75;2000;0;0;0;2302;0;14/01/2023
Promos;SMIRNOFF SAB. + REAKTOR 1.5 L;1698,37;2100;0;0;0;3391;0;14/01/2023
LAYS;SNACK MIX CLASICO 60 GR.;18;23;27;0;0;648260496296;1;
LAYS;SNACK MIX TROPICAL 60 GR.;18;23;27;0;0;648260496319;3;
SNACKO;SNACKO CEBOLLA Y CREMA 115 GR;365,2;470;28,76;2422;10,55;7798149380796;274;20/01/2023
SNACKO;SNACKO CHEDDAR 115 GR;365,2;470;28,76;2454;12;7798149380802;852;20/01/2023
SNACKO;SNACKO JAMON SERRANO 115 GR;365,2;470;28,76;2454;12;7798149380819;686;20/01/2023
ARCOR;SNACKS SALADIX JAMON X 30GR;22,87;30;32,28;0;0;7790580387105;65;21/07/2022
COCA COLA;SODA AYBAL 2 LITROS;67,33;80;19,21;450;11,39;7790895007545;38801;05/11/2021
COCA COLA;SODA AYBAL SIFON 2 L;83,66;100;20,01;560;11,56;7790895643972;18971;05/11/2021
COCA COLA;SODA BENEDICTINO 2 L;191,66;230;19,94;1300;13,05;7790895647710;9646;22/12/2022
COCA COLA;SODA BENEDICTINO 600 ML;125,66;150;19,53;870;15,39;7790895647758;934;01/11/2022
COCA COLA;SODA BENEDICTINO SIFON 2 L;192,75;230;19,33;1320;14,14;7790895647796;9280;21/01/2023
CUNNINGTON;SODA CELLIER 2 L;33,33;40;20;229,98;15;7790639002423;998;04/07/2020
BARRICA BEBIDAS;SODA MARINARO;16,52;25;51;0;0;7795176000345;65481;13/05/2018
PRITTY;SODA SALDAN SIFON 2 L;43,84;60;36,86;300;14,05;7791913000753;0;18/04/2020
SECCO;SODA SECCO 2,25 L.;112;140;25;780;16,07;7792758322208;953;30/07/2022
OTROS;SODA SIFON VITALISIMA X 2 L;63,64;80;25,71;420;10;7798178040029;85;25/09/2021
BARRICA BEBIDAS;SODA SP 2 L;17,17;25;45,6;120;16,48;7798023696722;1;29/06/2019
TALCA;SODA TALCA 2.25 LT;131,4;170;29,38;870;10,35;7793755000038;8474;18/12/2022
TALCA;SODA TALCA SIFON2.15;145,71;180;23,53;990;13,24;7793755000304;4715;10/12/2022
ANALGESICOS;SOPLETE CANDELA;850;1050;23,53;5700;11,76;7798322400655;7;07/04/2022
BARRICA BEBIDAS;SORBETE METALICO GIN;150;200;33,33;1020;13,33;3459;97;20/07/2022
BARRICA BEBIDAS;SPEED CHICO X VOLUMEN SOLO OFERTA (CONSULTAR);135,41;146;0;0;0;3461;0;21/01/2023
OSOLA;SPEED FOUR PACK x 4 ok;466,66;560;20;3240;15,72;7798119220053;58680;23/09/2022
OSOLA;SPEED LATA CHICA;135,41;180;32,93;3700;13,85;7798119220015;99996377;21/01/2023
OSOLA;SPEED ROJO LATA 250 ML;32,91;46;38,46;220;11,41;7798119220138;807;10/11/2021
BARRICA BEBIDAS;SPEED XL FARDO OFERTA SOLO NOVIEMBRE;104,16;116,67;12,01;1400;12,01;3440;-698;10/11/2021
COCA COLA;SPRITE 1.5 LITROS PLASTICO;335,23;400;19,33;2300;14,35;7790895000447;1681;24/01/2023
COCA COLA;SPRITE 2.25 L PLASTICO;460;550;19,57;3150;14,13;7790895001000;8986;26/01/2023
COCA COLA;SPRITE 2.5 L RETORNABLE;268,18;320;19,32;2480;15,59;7790895004384;3332;21/01/2023
COCA COLA;SPRITE 2.5 LT DESCARTABLE;180,59;220;21,82;1230;13,52;7790895068027;948;30/08/2022
COCA COLA;SPRITE 3 LT;586,65;700;19,32;4050;15,06;7790895064128;4596;21/01/2023
COCA COLA;SPRITE 375 CC;125,04;150;19,95;1740;15,96;7790895012471;64705;01/11/2022
COCA COLA;SPRITE 500 ML;171,89;200;16,63;1170;13,44;7790895000829;712;01/11/2022
COCA COLA;SPRITE 600 ML;85,89;100;16,28;1140;10,61;7790895007439;9912;05/11/2021
COCA COLA;SPRITE 600ML;86,89;100;15,47;580;11,25;3118;998;05/11/2021
COCA COLA;SPRITE RETORNABLE 2 LT;268,2;320;19,32;2480;15,59;7790895000225;6735;24/01/2023
COCA COLA;SPRITE VIDRIO 1 LITRO;47,63;60;25,97;0;0;7790895063022;973;20/03/2020
COCA COLA;SPRITE VIDRIO 1.5 LT;67,2;80;19,05;595;10,68;7790895062964;575;12/02/2020
CIGARROS SUELTOS;SPRITE VIDRIO 350 CC;30;35;15,61;795,12;10,42;7790895067693;1000;14/08/2019
COCA COLA;SPRITE ZERO 1,5 LITROS PLASTICO;293,16;350;19,53;2010;14,27;7790895064173;65213;01/11/2022
COCA COLA;SPRITE ZERO 2.5 L;170,6;200;17,23;1140;11,37;7790895641923;922;29/07/2022
COCA COLA;SPRITE ZERO 3 L;147,23;170;15,47;975;10,37;7790895641930;848;15/02/2020
COCA COLA;SPRITE ZERO 600 ML;86,97;100;15,47;1154;10,54;7790895641893;888;20/12/2021
